id,name,top_match,score_admu,score_dlsu,score_up,score_ust,created_at
be27f4d3-fe25-485f-beaa-ad9215a4bfdd,"Nicole Castillo",dlsu,303,406,163,225,2026-06-16T02:28:54.049Z
c9fc959c-18de-46c7-b9dd-7e3a12541fb5,"Ella Fernandez",up,248,163,512,266,2026-06-16T03:57:39.977Z
a2404d23-75f9-40bd-8ca9-5fe4aac18fa0,"Miguel Bactol",admu,446,316,187,189,2026-06-16T06:15:38.637Z
b5200853-8864-4611-b3ec-79b8afc5367d,"Enzo Navarro",dlsu,308,494,166,204,2026-06-16T10:36:19.760Z
abe94048-511c-4b6c-9a1b-ce703a0042c2,"Camille Navarro",ust,223,213,317,417,2026-06-16T12:49:54.799Z
57cf7ca5-15ce-422c-9722-3f722c692e60,"Isabella Bautista",admu,401,245,293,207,2026-06-16T13:50:31.617Z
b61ba6ce-66cd-4ee6-aa0b-2318090b6e27,"Vince Domingo",admu,393,333,189,198,2026-06-16T18:17:08.042Z
5d819d61-2517-498a-8aad-15a83f8223f2,"Camille Garcia",up,263,177,443,184,2026-06-17T02:07:40.602Z
e92d7ec4-4615-490b-82c0-7bd21c1111e8,"Paolo Torres",dlsu,284,469,196,247,2026-06-17T12:01:56.408Z
31291411-eb75-40a8-a07a-a77d36af44ef,"Sofia Bautista",ust,170,207,275,455,2026-06-17T16:41:49.659Z
f54b62b7-1c86-4359-bbe5-2514dcdf6ec5,"Kate Fernandez",admu,378,276,290,239,2026-06-18T02:10:32.840Z
c39cbb37-bdf0-4a33-a7ec-292305e2d9c9,"Marco Ocampo",up,278,151,454,249,2026-06-18T04:08:45.717Z
5eff4e73-9203-4968-9b50-bc18007759d8,"Ysabel Reyes",admu,464,337,202,165,2026-06-18T06:29:08.002Z
1dc0ce18-b2d5-41bb-ba12-20696327069e,"Enzo Manalo",admu,452,305,205,175,2026-06-18T06:29:41.423Z
6dbb810d-4d27-448b-b84c-ee3fde78f384,"Vince Lim",admu,435,315,212,175,2026-06-18T16:52:13.601Z
96de5f74-9d85-4301-a110-cec898742e7e,"Aaron Bactol",admu,407,296,249,150,2026-06-18T19:33:33.167Z
b9d812f1-be11-42e1-b31a-50d2cbe518d5,"Camille Manalo",admu,385,280,233,185,2026-06-19T01:24:58.769Z
628f3438-735e-4f2e-bc83-b99bb45bcd53,"Ram Cruz",up,215,182,502,273,2026-06-19T10:49:16.883Z
911186f6-9826-41cc-ad90-9ace4be08746,"Isabella Lim",admu,445,298,209,193,2026-06-19T14:50:05.110Z
d5176b0e-c5be-4ebe-8774-f267e597e81f,"Ram Domingo",dlsu,258,455,181,200,2026-06-19T16:33:47.434Z
e61ca332-8476-47a3-9a8d-723d694c2ed5,"Ram Castillo",ust,210,209,314,435,2026-06-19T17:18:43.294Z
dc5bb2fc-539f-42ca-b612-ca588106b9c0,"Sofia del Rosario",up,254,158,532,224,2026-06-19T17:46:39.327Z
7910d717-fec6-449e-853f-77f1d5f714c4,"Ram Cruz",admu,424,281,207,198,2026-06-19T19:23:37.313Z
305fbeb6-9e87-47c1-aed4-75682d8ddf30,"Rafael Aguilar",admu,419,296,235,196,2026-06-19T22:12:03.867Z
41775401-56b0-4ee4-ab90-8449d57bb181,"Nadine Flores",admu,417,317,173,210,2026-06-20T02:36:27.210Z
6c4f2197-58d6-4dd0-976c-d689ba6cba53,"Loui Navarro",up,247,161,508,247,2026-06-20T05:59:16.646Z
0eae4073-a933-4426-8868-a521b8fe8e16,"Aaron Bautista",up,245,222,440,257,2026-06-20T06:33:43.672Z
7c718b88-1194-4f81-9f35-ecb7525f4320,"Kim Salazar",up,285,244,437,229,2026-06-20T22:00:25.016Z
1c500aa2-5bda-44a4-a76c-056b3f02a0b7,"Nicole Bautista",admu,436,280,251,197,2026-06-21T03:09:02.092Z
8268d8f2-8acf-4d94-8f3f-fa112a29fab9,"Paolo Padilla",dlsu,291,444,173,235,2026-06-21T07:16:11.678Z
a9944758-1394-4700-b6c1-75302f9fccfb,"Miguel Dizon",admu,393,243,291,184,2026-06-21T15:11:17.914Z
7c69fbc5-c7b1-40e8-9aef-877fac546732,"Ivan Uy",admu,390,284,248,225,2026-06-21T15:12:22.021Z
24ab0640-a101-4438-8609-b07aab94bbdc,"Bea Santos",dlsu,279,399,216,259,2026-06-21T15:40:51.314Z
b8460ae0-9cef-4e13-b34f-adf9e22c5b45,"Bea Dizon",admu,347,261,286,190,2026-06-21T22:59:07.440Z
6c07bef1-7ca7-4df3-b7ff-e15b4e01540d,"Angel Torres",dlsu,282,469,180,193,2026-06-22T00:04:41.128Z
58d246de-763e-4a39-8bb5-d1c660346533,"Marco Garcia",up,274,236,417,202,2026-06-22T03:46:07.015Z
f4ce7c87-0234-4462-8b89-20ac6e03e9df,"Andrea Fernandez",dlsu,283,442,208,252,2026-06-22T06:00:42.128Z
2c2e8710-f9ca-4cf2-8bf9-520764ef0c3e,"Nicole Mendoza",dlsu,295,519,141,220,2026-06-22T07:38:09.058Z
f0fa35e1-b238-4073-88f5-0084fc8faa6f,"Kate Bactol",up,236,188,467,279,2026-06-22T15:11:57.002Z
67ecac26-3382-4da0-96aa-4b2ac39d6a4a,"Aaron Rivera",ust,181,213,266,464,2026-06-22T15:33:33.909Z
105abf69-d1ce-4d58-acce-becad33156bb,"Andrea Flores",up,191,159,445,292,2026-06-22T19:41:43.443Z
89843f47-8695-4df7-b2ea-45205d6b62e7,"Juan Tan",up,220,206,457,247,2026-06-22T22:36:59.043Z
761cd9a2-791d-47d1-bf24-1815e81c4c3d,"Gabriel Santos",ust,234,197,277,380,2026-06-23T05:48:13.117Z
dad34568-4bf6-4bdc-a3b0-b64626c28349,"Ivan Villanueva",up,242,167,532,197,2026-06-23T11:05:28.393Z
2c52ce8b-48ae-4c54-9bc4-58a48dd7b2dc,"Reign Villanueva",admu,425,291,195,197,2026-06-23T12:58:50.712Z
05ed3fe2-5528-4c85-bdf2-cefbe1edb64d,"Gabriel Manalo",up,265,225,467,207,2026-06-23T13:46:05.429Z
68d9e3ee-d855-48c6-ae4b-d2081a3a888b,"Nadine Cruz",up,243,155,526,209,2026-06-23T15:14:55.187Z
b8f0e8dd-ffd5-42ae-96c2-376efb02dd20,"Ram Ramos",admu,410,297,237,198,2026-06-23T15:56:06.258Z
13283e3c-8251-4ccb-9342-773dce4ccb88,"Camille Fernandez",ust,202,226,239,421,2026-06-23T18:28:00.625Z
1a32f276-c1be-4f4a-94d7-4a9877aa5767,"Camille Mendoza",up,291,218,392,207,2026-06-23T18:51:38.662Z
a62f106d-5cae-4c22-b760-a3beeab3fa28,"Juan Cruz",ust,176,190,304,474,2026-06-23T20:12:35.558Z
5c0dc938-1d99-4c12-995e-4c3ac67d45b9,"Vince Lim",admu,471,297,200,177,2026-06-24T00:11:55.576Z
cdfc081c-a79f-49ca-ba40-5dff9492cd60,"Nadine Castillo",ust,204,250,221,411,2026-06-24T00:47:25.558Z
b2495130-8698-4f12-a1fb-164897ca12fb,"Jomar Torres",dlsu,294,511,150,200,2026-06-24T04:11:08.404Z
294c8430-9f3f-4a22-b33b-ce7a94ab8941,"Bea Bautista",dlsu,318,428,212,207,2026-06-24T05:57:47.546Z
b6278dd5-82e0-4573-a37c-0f92b18b0563,"Camille Bautista",dlsu,285,482,171,245,2026-06-24T08:20:59.404Z
6f651c6c-2abc-4c16-8b21-71619b31de4d,"Josh Cruz",admu,435,331,194,176,2026-06-24T09:33:56.552Z
4d49afbc-9f76-4a25-b9a7-b0a3719c0154,"Sofia Aguilar",admu,387,252,221,220,2026-06-24T19:21:06.750Z
83c7bbfd-40d0-4906-9bd8-5832590311ce,"Migs Aquino",up,261,226,402,228,2026-06-24T22:42:38.630Z
5e5a9096-6a67-4b35-b34d-f800b66c47af,"Aaron Gutierrez",ust,249,228,281,391,2026-06-25T00:30:59.202Z
99e97fc5-87c7-4946-9f59-1215e1fc370b,"Kim Sy",ust,213,283,248,357,2026-06-25T02:06:36.937Z
31b561e1-4566-4baa-9123-370bc66e60db,"Isabella Aquino",admu,351,298,256,240,2026-06-25T03:02:25.613Z
ce5b4bb4-53fe-4b8b-b590-27a6b98bb3c0,"Camille Santos",ust,197,218,315,447,2026-06-25T14:36:59.449Z
5ebdfdd0-b3a0-400c-bf28-fa6ecc28d78f,"Juan Mendoza",admu,446,322,206,157,2026-06-26T05:52:14.960Z
fe7f31f0-fc03-429a-ae65-7978eb990e0a,"Nicole Uy",dlsu,298,516,138,212,2026-06-26T08:10:20.124Z
96ab8618-e446-4816-9178-cdf9421ae8a2,"Ivan Bactol",dlsu,279,416,243,215,2026-06-26T13:39:08.198Z
4bd21993-ce35-40e9-aa4a-e2355922db9a,"Bea Santos",admu,411,297,234,244,2026-06-26T15:59:12.956Z
95c682e0-1c84-4ce8-b6ed-68138071d7b6,"Josh Sy",dlsu,278,502,164,234,2026-06-27T00:59:12.844Z
7e975713-b5ac-4dce-a18b-6ba835c8334e,"Vince Santos",up,245,139,502,254,2026-06-27T07:26:33.579Z
26286f27-69a2-47d5-87b4-f5b839d55621,"Josh Aquino",dlsu,259,387,254,296,2026-06-27T09:52:15.647Z
bf27689f-d0bb-4100-8f42-2458aaa0a4c6,"Camille Bactol",ust,212,219,287,411,2026-06-27T14:33:41.815Z
400cdd79-61f0-47b7-b6b0-97b0ca7be3eb,"Ella Navarro",ust,222,210,271,380,2026-06-27T17:03:49.990Z
49a51633-d022-4ee0-8d13-c449fa305908,"Gabriel Lim",up,255,224,423,263,2026-06-27T17:42:48.843Z
afd4d869-db68-4fcf-81fe-83ccba263739,"Loui Santos",admu,372,322,233,209,2026-06-27T18:15:52.244Z
925023a2-6e61-4cd1-a75d-68a031c66cd0,"Paolo Padilla",admu,385,298,257,209,2026-06-27T18:54:40.782Z
989f45dd-5872-4c78-823f-6ddac9173fb6,"Isabella Navarro",ust,185,172,352,445,2026-06-28T02:32:13.960Z
b77f29e5-804c-48ff-a156-341f121c50f7,"Paolo Chua",up,235,173,451,291,2026-06-28T04:11:02.816Z
bfdc7388-3edd-481a-8958-4a633ee776e1,"Reign Torres",ust,220,229,280,392,2026-06-28T04:22:58.531Z
35be7cab-6ef1-4d7f-ad1a-7617294503af,"Jomar Ocampo",ust,203,241,336,386,2026-06-28T11:19:31.675Z
0fa4cdeb-c2fc-4e0f-9e44-9e3a10d2a76f,"Diego Rivera",admu,411,322,237,217,2026-06-28T17:17:04.173Z
8c3974b3-44d1-4fac-9fe8-780c14513064,"Danica Aguilar",ust,207,190,258,420,2026-06-28T19:28:40.521Z
5d6b9dd9-788a-4eb4-950f-b47a6f75e05d,"Juan Lim",dlsu,326,445,183,202,2026-06-28T23:12:15.751Z
631d64c1-7b53-4ae8-a509-baf502893eb6,"Migs Villanueva",dlsu,263,396,227,233,2026-06-28T23:13:48.157Z
3bf13241-3d59-4dd0-8c5f-ab8f9e0b1742,"Hannah Cruz",dlsu,269,373,228,276,2026-06-29T00:47:11.952Z
29e318b7-2259-47b4-9920-ee1111928b14,"Aaron Dizon",up,221,232,450,253,2026-06-29T01:27:06.724Z
0a57af6c-d8c8-4ecd-8c14-2b23a579fda4,"Ysabel Cruz",dlsu,277,420,196,206,2026-06-29T01:53:51.856Z
220ef697-9894-4d6f-9e60-6eec90dc2de9,"Miguel Cruz",dlsu,276,421,167,209,2026-06-29T07:04:07.880Z
b08802d3-084a-42c4-9a10-7b98d4768871,"Sofia Lim",ust,280,292,336,292,2026-06-29T10:13:20.883Z
1a472f0c-f390-4294-9afc-220ce309eca0,"Gabriel Aquino",up,210,134,543,254,2026-06-29T11:16:01.581Z
3319bff5-01ae-4240-b1ba-9cd565fc0119,"Josh Dizon",up,216,169,528,230,2026-06-29T11:18:11.786Z
da2b49e0-1103-4475-87cc-d59fe4a57a3a,"Vince Rivera",up,205,176,498,260,2026-06-29T23:11:39.807Z
dbd46435-6aad-4343-8a75-b33b62b2c73f,"Danica Sy",admu,393,291,261,188,2026-06-30T02:16:50.245Z
0e360b69-a2bc-47cc-859b-3c188ecea338,"Josh Gutierrez",dlsu,294,461,187,240,2026-06-30T03:42:56.828Z
e5518832-0846-48c7-9526-6c0d993d18aa,"Lorenzo Reyes",dlsu,310,417,232,226,2026-06-30T04:14:07.610Z
e47741d4-1631-46c5-8c8c-f15232747d9b,"Yanna Domingo",admu,432,292,177,209,2026-06-30T06:24:58.707Z
ce06233c-24ee-496a-9c4b-883deb0fbaaa,"Jomar Salazar",admu,455,257,225,165,2026-06-30T08:17:34.414Z
19f17f97-a85e-4e53-816d-722041762618,"Nadine Castillo",up,243,151,525,238,2026-06-30T11:42:29.731Z
61e014ad-026b-4ec1-b0fe-88a71037489f,"Paolo Salazar",up,216,236,429,284,2026-06-30T14:39:32.670Z
88305278-a19f-437a-80ae-004a8c5c8f33,"Gabriel Fernandez",up,223,179,494,232,2026-06-30T19:15:19.413Z
96650262-c396-40ae-868e-d022d3d7b961,"Josh Fernandez",up,249,178,489,207,2026-07-01T00:03:06.658Z
f5183759-a18b-4735-aaca-973631c0d8e8,"Patricia Sy",ust,212,223,314,373,2026-07-01T00:22:11.681Z
1ac07acd-f063-45e5-8ee5-9a412abfb911,"Rafael Padilla",dlsu,269,415,202,228,2026-07-01T01:20:41.226Z
52455c89-160c-4295-9331-9b409bcdc23b,"Andrea Rivera",ust,187,206,338,415,2026-07-01T05:54:24.572Z
70329f89-b7d9-4201-93fe-f94995888a48,"Ella Torres",up,230,170,415,282,2026-07-01T08:04:34.683Z
76551917-06fe-46e8-a4a9-e704df0aab43,"Vince Padilla",dlsu,305,360,193,209,2026-07-01T11:05:20.998Z
65e05f6d-e376-44a8-a996-358d53d2e660,"Ella Domingo",up,249,176,525,230,2026-07-01T12:48:35.705Z
265b9219-550e-493b-a639-ec9ba18dc8b0,"Vince Sy",dlsu,285,512,157,205,2026-07-01T15:47:30.100Z
9bd6ac4c-93ca-4007-aa45-f426e218fa29,"Angel Tan",dlsu,314,467,183,202,2026-07-01T16:13:01.461Z
2395fed4-4f36-4033-b473-b471a0de46b2,"Miguel Garcia",admu,372,287,251,171,2026-07-01T16:52:50.854Z
56481d6b-5804-4760-b84f-29dde5ab907a,"Trisha Mendoza",admu,466,325,206,184,2026-07-01T18:21:06.138Z
f0c58b0d-b758-4e57-adb0-fde7c42cb767,"Ella Aquino",admu,440,338,206,141,2026-07-01T22:33:35.572Z
e19b85cf-6c48-4f7d-b68f-a3897a57cb76,"Bea Sy",dlsu,315,495,151,195,2026-07-02T02:26:18.929Z
34b4c80e-09f8-44a1-91bd-bd4361df7727,"Cedric Torres",admu,452,304,224,181,2026-07-02T05:44:58.494Z
f30a79e5-e763-44a8-b0c3-15822e1a781e,"Migs Padilla",dlsu,319,443,195,203,2026-07-02T06:17:26.543Z
41ee02db-b390-4694-a012-2091312842af,"Ivan Torres",up,220,198,464,251,2026-07-02T07:01:57.951Z
528b625d-0399-4cb1-8aa8-1527ca7da306,"Reign Garcia",admu,393,257,230,207,2026-07-02T07:29:22.166Z
3a3e72cd-f640-46ec-bf7c-1f9e689b6204,"Ivan del Rosario",ust,211,181,245,398,2026-07-02T11:30:07.874Z
4ca434f4-49ad-4db0-9604-5becb2378c09,"Camille Domingo",admu,414,338,203,187,2026-07-02T12:22:11.332Z
d4d69037-b1ef-4d86-b951-5eaac7851d67,"Josh Cruz",dlsu,291,494,157,204,2026-07-02T12:42:20.337Z
4e59eb33-8ea0-40ed-bb32-4c05a70d7b5d,"Diego Flores",dlsu,290,406,222,249,2026-07-02T13:46:09.995Z
c9fe5a6d-13b7-4791-ae36-977fd62e9998,"Rafael Ramos",up,234,156,556,222,2026-07-02T13:56:04.950Z
4c34d328-f17d-45c2-916d-f942f64c70e2,"Andrea Gutierrez",up,205,169,519,205,2026-07-02T15:47:22.166Z
4431826d-7f58-41e3-b581-79e2ebf50ed3,"Angel Aquino",dlsu,289,351,255,263,2026-07-02T20:24:02.550Z
760d4167-628c-4909-b27c-162b3eb6fced,"Rafael Ramos",admu,455,301,182,194,2026-07-02T21:36:11.212Z
0624e178-b6fe-49bd-80b2-e394ed01a696,"Kate Padilla",ust,184,226,277,438,2026-07-02T23:06:19.219Z
be7e1084-8ea8-491e-bb24-a6b44d0cd0e8,"Maria Reyes",admu,419,313,220,202,2026-07-03T01:18:53.298Z
f55e46cf-98b6-40ae-b5c1-99d5ed8386c4,"Enzo Bautista",admu,420,291,203,209,2026-07-03T01:31:42.715Z
cc6e289a-f44a-463c-8499-bc2fe0cd5a94,"Hannah Cruz",dlsu,339,466,182,180,2026-07-03T01:45:42.572Z
4fff71be-f6cd-4f99-9c41-59b49c42213f,"Jomar Ocampo",admu,464,294,206,167,2026-07-03T05:14:55.661Z
cf959aad-9a6c-4c50-9d85-25291c7dbdbc,"Isabella Aguilar",up,252,200,433,239,2026-07-03T05:24:31.501Z
3f4a662d-6155-449c-a283-479cf6a31921,"Hannah Domingo",up,235,162,521,231,2026-07-03T06:13:13.785Z
34c07466-b53d-4ce0-a7ca-a4a252e03150,"Ysabel Gutierrez",dlsu,328,463,131,207,2026-07-03T11:37:12.253Z
79262a44-18a7-4c40-8040-ee7279dedef7,"Lorenzo Bautista",admu,431,276,227,197,2026-07-03T12:47:11.321Z
77ecb839-6947-41e7-9bd8-e68879d3cdf1,"Camille Ocampo",up,219,208,437,253,2026-07-03T18:56:50.558Z
9f04e3b3-bc54-4483-a3a4-eeff78e92c42,"Aaron Flores",admu,494,318,176,163,2026-07-03T20:58:41.048Z
8dd06ed8-a4b7-4632-b9d4-6ac29b6fee3b,"Lorenzo Gutierrez",dlsu,264,472,177,239,2026-07-03T21:18:04.618Z
7a5008b4-a2b4-41ae-8f86-37524600fd1b,"Gabriel Bautista",ust,221,209,276,394,2026-07-03T21:24:06.555Z
a08c7dae-7486-494f-9876-4544e8b702e8,"Yanna Santos",dlsu,271,460,174,231,2026-07-03T22:39:09.388Z
c41b781e-1fb6-428e-93f9-e3aa57888cca,"Josh Salazar",up,252,188,406,283,2026-07-04T01:18:23.564Z
ab4257f0-0c35-414c-9a9b-3bcdfa2e4a13,"Rafael Cruz",ust,171,230,232,404,2026-07-04T02:42:04.699Z
ef03ee98-14e7-4890-a0b6-821dcae6818f,"Nicole Torres",ust,208,176,307,444,2026-07-04T03:11:54.091Z
5373f27f-b69a-46ea-8bc1-40edbfa4260f,"Gabriel Salazar",dlsu,280,490,147,223,2026-07-04T03:15:59.895Z
849af77f-72a5-4bdd-910b-c599c6a36d0f,"Cedric Gutierrez",up,253,164,493,245,2026-07-04T04:38:01.925Z
c3901b55-cf99-4da9-9ec8-8057db960056,"Cedric Torres",up,208,169,512,249,2026-07-04T05:38:27.269Z
e00ce721-23fa-4b61-a090-a24f1ebff750,"Renz Dizon",dlsu,256,357,227,254,2026-07-04T06:05:11.005Z
4fd66103-0998-465b-b621-f1ba79d042f6,"Loui Reyes",admu,455,307,192,165,2026-07-04T06:15:24.872Z
7195d206-94ee-4ae3-9655-91c780c40ad0,"Trisha Tan",dlsu,297,486,171,212,2026-07-04T06:28:01.154Z
1b6ac44f-7415-4b41-b02f-069be438bd91,"Isabella Bautista",dlsu,316,459,198,204,2026-07-04T06:31:03.698Z
ab20103c-f718-44e8-98be-3c2a2723ff10,"Miguel Gutierrez",dlsu,289,464,167,211,2026-07-04T07:01:54.387Z
dbc8af47-f909-4ae0-90d9-f3c7b005d7cb,"Bea Dizon",up,220,146,531,240,2026-07-04T07:17:05.328Z
7b70b5eb-fe49-485f-b81f-cbab29152e56,"Angel Santos",up,240,163,516,216,2026-07-04T07:33:22.505Z
a16fd402-80cf-473d-9654-15816481dcee,"Kyle Aquino",up,241,176,483,273,2026-07-04T07:56:31.210Z
cfadce07-fa7f-4ce3-9701-6cc69637b19e,"Andrea Ocampo",ust,218,222,285,409,2026-07-04T09:30:02.629Z
b8098388-33f2-456b-966f-83b2fee23294,"Josh Flores",admu,465,305,216,175,2026-07-04T09:56:39.266Z
71f154f7-72d0-4c03-b688-421ee12ec8c4,"Kyle Cruz",up,247,210,440,242,2026-07-04T10:30:39.607Z
e1cea7a1-072a-42ab-a9ba-a322efdff456,"Isabella Navarro",admu,441,297,233,208,2026-07-04T17:03:02.770Z
8303d2f0-9625-472b-881d-8790a09a6195,"Ivan del Rosario",dlsu,304,360,229,216,2026-07-04T18:09:28.301Z
edd30198-01c2-458b-8bd2-d860c87cf48e,"Loui Cruz",admu,472,323,188,165,2026-07-04T20:58:34.580Z
c82fcbc4-8fe6-4362-8096-78d97b5cf18c,"Nadine Tan",admu,425,316,230,197,2026-07-04T21:05:26.905Z
bb3cecca-1149-478a-bbc4-7deee6eb2e42,"Danica Padilla",dlsu,289,472,183,207,2026-07-05T00:27:44.917Z
b63026c2-9469-48ce-a081-2b7764edfb78,"Gabriel Garcia",dlsu,293,520,146,204,2026-07-05T00:32:06.253Z
ba8ef94b-d962-4bd5-9a7c-42144329fbfb,"Althea Aquino",admu,471,319,189,163,2026-07-05T01:33:25.730Z
ff60aafc-24f0-469f-9507-1962ca2127a5,"Marco Reyes",admu,429,312,226,192,2026-07-05T04:01:34.802Z
80231cf0-fbea-4187-8aa7-f1c4a7e7d8de,"Kim Garcia",up,248,178,485,214,2026-07-05T08:29:33.614Z
cb945c23-7374-43ad-989a-e28940a4a6eb,"Andrea Aquino",admu,466,305,172,185,2026-07-05T09:38:22.268Z
11b8d543-644d-419a-a268-b668d12fc0bc,"Ivan Uy",dlsu,281,389,229,270,2026-07-05T09:41:57.345Z
1ebf2bd1-660b-4fee-97d8-40eb2e40121b,"Kyle Tan",up,265,175,424,254,2026-07-05T09:42:43.192Z
918404af-e157-48ef-9139-87ff0603d8bc,"Ram Santos",dlsu,284,423,218,243,2026-07-05T13:44:17.897Z
273080b4-79bf-4858-8a54-ba3e50e8d99d,"Marco Ramos",dlsu,292,486,162,226,2026-07-05T13:56:03.041Z
ce817367-1c61-42fd-a0c5-4d8e11eeeead,"Enzo Mendoza",dlsu,292,437,211,259,2026-07-05T14:16:01.892Z
f53dc4f5-5fad-4b3c-a9c3-4e762063869d,"Ram Padilla",admu,449,348,186,164,2026-07-05T15:10:11.678Z
e987f29a-9919-45ef-89b8-835149fd904e,"Andrea Ocampo",admu,452,305,205,154,2026-07-05T15:21:57.641Z
606eb9ad-ccec-4f15-9398-ef80ba951c25,"Nicole Torres",up,263,205,419,242,2026-07-05T16:56:52.429Z
f960dfb6-211b-49e7-9822-7b06fc464ef3,"Josh Chua",admu,417,308,248,203,2026-07-05T18:33:18.309Z
30c21cda-c37c-4eca-bbfa-7c74412e1d80,"Isabella Reyes",admu,384,264,203,282,2026-07-05T19:22:35.028Z
7a730c9d-6702-45c3-8b9b-5cbe21f33f3c,"Aaron Aguilar",admu,369,322,215,221,2026-07-05T21:44:32.749Z
0aa27ebf-b933-42c0-9dc0-b88ac5bce89d,"Ella Ocampo",up,240,234,451,189,2026-07-05T22:26:32.162Z
f7212a67-41f8-4773-b865-61e74d422231,"Josh Aquino",up,221,159,524,250,2026-07-05T22:42:11.704Z
ceb5cce0-f18b-4e1b-a5a8-92133a3f1974,"Isabella Gutierrez",admu,494,318,176,163,2026-07-05T23:05:46.157Z
b9edb448-70ae-426a-8cff-4bef36af3cea,"Maria Sy",up,239,151,552,232,2026-07-06T00:42:20.304Z
58d76e1e-2652-45d0-83b2-89de5c507d5a,"Josh Bautista",admu,432,317,181,176,2026-07-06T01:02:43.942Z
5fabe950-5ef8-464e-9cc3-5c4bb465d87c,"Bea Domingo",admu,386,307,262,154,2026-07-06T01:03:17.362Z
e142752e-8213-461a-b5c8-6f4e8c097ee3,"Yanna Navarro",dlsu,220,383,258,250,2026-07-06T02:01:54.600Z
053c017c-d548-4a54-85b3-3953e95f2175,"Paolo Tan",up,239,167,500,245,2026-07-06T02:12:39.663Z
fa9d23e1-637c-469f-a661-d487f743ab96,"Vince Fernandez",admu,481,316,190,153,2026-07-06T02:33:29.272Z
