id,name,top_match,university,raw_score,is_top_match,created_at
e679eaab-46fd-4edc-911c-a6bf36b2e3d2,"Althea Lim",up,dlsu,201,0,2026-05-19T16:37:34.252Z
e679eaab-46fd-4edc-911c-a6bf36b2e3d2,"Althea Lim",up,up,487,1,2026-05-19T16:37:34.252Z
e679eaab-46fd-4edc-911c-a6bf36b2e3d2,"Althea Lim",up,ust,186,0,2026-05-19T16:37:34.252Z
0e6c1d91-ce15-4d0c-9fec-fa4965a0a8fa,"Rafael Ocampo",up,admu,223,0,2026-05-19T16:53:50.120Z
0e6c1d91-ce15-4d0c-9fec-fa4965a0a8fa,"Rafael Ocampo",up,dlsu,187,0,2026-05-19T16:53:50.120Z
0e6c1d91-ce15-4d0c-9fec-fa4965a0a8fa,"Rafael Ocampo",up,up,448,1,2026-05-19T16:53:50.120Z
0e6c1d91-ce15-4d0c-9fec-fa4965a0a8fa,"Rafael Ocampo",up,ust,236,0,2026-05-19T16:53:50.120Z
baa7b9c5-cd6a-4fac-935f-a378c27f10c8,"Isabella Salazar",dlsu,admu,292,0,2026-05-19T22:14:05.084Z
baa7b9c5-cd6a-4fac-935f-a378c27f10c8,"Isabella Salazar",dlsu,dlsu,504,1,2026-05-19T22:14:05.084Z
baa7b9c5-cd6a-4fac-935f-a378c27f10c8,"Isabella Salazar",dlsu,up,112,0,2026-05-19T22:14:05.084Z
baa7b9c5-cd6a-4fac-935f-a378c27f10c8,"Isabella Salazar",dlsu,ust,221,0,2026-05-19T22:14:05.084Z
c4f19753-7479-4c04-b05f-fb95b6ac791c,"Marco Aquino",dlsu,admu,265,0,2026-05-20T02:07:33.527Z
c4f19753-7479-4c04-b05f-fb95b6ac791c,"Marco Aquino",dlsu,dlsu,408,1,2026-05-20T02:07:33.527Z
c4f19753-7479-4c04-b05f-fb95b6ac791c,"Marco Aquino",dlsu,up,189,0,2026-05-20T02:07:33.527Z
c4f19753-7479-4c04-b05f-fb95b6ac791c,"Marco Aquino",dlsu,ust,248,0,2026-05-20T02:07:33.527Z
f1616c42-017f-48c3-b953-ed6b880e95b9,"Enzo Gutierrez",admu,admu,355,1,2026-05-20T08:58:05.244Z
f1616c42-017f-48c3-b953-ed6b880e95b9,"Enzo Gutierrez",admu,dlsu,277,0,2026-05-20T08:58:05.244Z
f1616c42-017f-48c3-b953-ed6b880e95b9,"Enzo Gutierrez",admu,up,241,0,2026-05-20T08:58:05.244Z
f1616c42-017f-48c3-b953-ed6b880e95b9,"Enzo Gutierrez",admu,ust,251,0,2026-05-20T08:58:05.244Z
6a80d135-1fe5-4849-aeb9-23d2d20a8b1f,"Ysabel Gutierrez",up,admu,249,0,2026-05-20T09:34:59.402Z
6a80d135-1fe5-4849-aeb9-23d2d20a8b1f,"Ysabel Gutierrez",up,dlsu,147,0,2026-05-20T09:34:59.402Z
6a80d135-1fe5-4849-aeb9-23d2d20a8b1f,"Ysabel Gutierrez",up,up,510,1,2026-05-20T09:34:59.402Z
6a80d135-1fe5-4849-aeb9-23d2d20a8b1f,"Ysabel Gutierrez",up,ust,225,0,2026-05-20T09:34:59.402Z
42ee8004-ba49-4d0d-b389-612d3864fdc8,"Patricia Reyes",ust,admu,176,0,2026-05-20T18:31:59.151Z
42ee8004-ba49-4d0d-b389-612d3864fdc8,"Patricia Reyes",ust,dlsu,201,0,2026-05-20T18:31:59.151Z
42ee8004-ba49-4d0d-b389-612d3864fdc8,"Patricia Reyes",ust,up,296,0,2026-05-20T18:31:59.151Z
42ee8004-ba49-4d0d-b389-612d3864fdc8,"Patricia Reyes",ust,ust,446,1,2026-05-20T18:31:59.151Z
8126cb4b-2c59-49da-8379-1149e1ab3cbe,"Nadine Sy",admu,admu,412,1,2026-05-21T00:32:32.982Z
8126cb4b-2c59-49da-8379-1149e1ab3cbe,"Nadine Sy",admu,dlsu,271,0,2026-05-21T00:32:32.982Z
8126cb4b-2c59-49da-8379-1149e1ab3cbe,"Nadine Sy",admu,up,269,0,2026-05-21T00:32:32.982Z
8126cb4b-2c59-49da-8379-1149e1ab3cbe,"Nadine Sy",admu,ust,182,0,2026-05-21T00:32:32.982Z
0ca7a03f-aaba-4386-a8bc-0f8d22a3ebf0,"Danica Mendoza",ust,admu,219,0,2026-05-21T06:24:44.879Z
0ca7a03f-aaba-4386-a8bc-0f8d22a3ebf0,"Danica Mendoza",ust,dlsu,251,0,2026-05-21T06:24:44.879Z
0ca7a03f-aaba-4386-a8bc-0f8d22a3ebf0,"Danica Mendoza",ust,up,255,0,2026-05-21T06:24:44.879Z
0ca7a03f-aaba-4386-a8bc-0f8d22a3ebf0,"Danica Mendoza",ust,ust,417,1,2026-05-21T06:24:44.879Z
c5e47751-fc41-4d38-9b10-adf02b56f187,"Juan del Rosario",admu,admu,417,1,2026-05-21T06:31:53.394Z
c5e47751-fc41-4d38-9b10-adf02b56f187,"Juan del Rosario",admu,dlsu,314,0,2026-05-21T06:31:53.394Z
c5e47751-fc41-4d38-9b10-adf02b56f187,"Juan del Rosario",admu,up,171,0,2026-05-21T06:31:53.394Z
c5e47751-fc41-4d38-9b10-adf02b56f187,"Juan del Rosario",admu,ust,211,0,2026-05-21T06:31:53.394Z
31e76399-bff2-49a7-a54d-3139e2b029d2,"Reign Garcia",admu,admu,451,1,2026-05-21T10:48:00.454Z
31e76399-bff2-49a7-a54d-3139e2b029d2,"Reign Garcia",admu,dlsu,316,0,2026-05-21T10:48:00.454Z
31e76399-bff2-49a7-a54d-3139e2b029d2,"Reign Garcia",admu,up,193,0,2026-05-21T10:48:00.454Z
31e76399-bff2-49a7-a54d-3139e2b029d2,"Reign Garcia",admu,ust,163,0,2026-05-21T10:48:00.454Z
170946fa-6eb7-44c2-828e-270fb02dfd43,"Miguel Gutierrez",up,admu,237,0,2026-05-21T11:03:35.498Z
170946fa-6eb7-44c2-828e-270fb02dfd43,"Miguel Gutierrez",up,dlsu,197,0,2026-05-21T11:03:35.498Z
170946fa-6eb7-44c2-828e-270fb02dfd43,"Miguel Gutierrez",up,up,476,1,2026-05-21T11:03:35.498Z
170946fa-6eb7-44c2-828e-270fb02dfd43,"Miguel Gutierrez",up,ust,265,0,2026-05-21T11:03:35.498Z
d5729d96-5e15-4afc-ac10-f35839789951,"Lorenzo Ramos",admu,admu,335,1,2026-05-21T14:03:47.323Z
d5729d96-5e15-4afc-ac10-f35839789951,"Lorenzo Ramos",admu,dlsu,271,0,2026-05-21T14:03:47.323Z
d5729d96-5e15-4afc-ac10-f35839789951,"Lorenzo Ramos",admu,up,272,0,2026-05-21T14:03:47.323Z
d5729d96-5e15-4afc-ac10-f35839789951,"Lorenzo Ramos",admu,ust,221,0,2026-05-21T14:03:47.323Z
0c13ae6f-419e-4b7e-9252-8d68abca884f,"Renz Padilla",admu,admu,353,1,2026-05-21T15:21:41.451Z
0c13ae6f-419e-4b7e-9252-8d68abca884f,"Renz Padilla",admu,dlsu,306,0,2026-05-21T15:21:41.451Z
0c13ae6f-419e-4b7e-9252-8d68abca884f,"Renz Padilla",admu,up,176,0,2026-05-21T15:21:41.451Z
0c13ae6f-419e-4b7e-9252-8d68abca884f,"Renz Padilla",admu,ust,243,0,2026-05-21T15:21:41.451Z
ab1b1ccc-5a6e-4897-9ecb-cc99218b86f2,"Yanna Reyes",admu,admu,461,1,2026-05-21T15:45:06.318Z
ab1b1ccc-5a6e-4897-9ecb-cc99218b86f2,"Yanna Reyes",admu,dlsu,338,0,2026-05-21T15:45:06.318Z
ab1b1ccc-5a6e-4897-9ecb-cc99218b86f2,"Yanna Reyes",admu,up,184,0,2026-05-21T15:45:06.318Z
ab1b1ccc-5a6e-4897-9ecb-cc99218b86f2,"Yanna Reyes",admu,ust,172,0,2026-05-21T15:45:06.318Z
606d9a51-35cc-4c7f-bbe4-88141df88d25,"Miguel Salazar",admu,admu,435,1,2026-05-21T18:33:32.293Z
606d9a51-35cc-4c7f-bbe4-88141df88d25,"Miguel Salazar",admu,dlsu,298,0,2026-05-21T18:33:32.293Z
606d9a51-35cc-4c7f-bbe4-88141df88d25,"Miguel Salazar",admu,up,250,0,2026-05-21T18:33:32.293Z
606d9a51-35cc-4c7f-bbe4-88141df88d25,"Miguel Salazar",admu,ust,177,0,2026-05-21T18:33:32.293Z
69170c00-aaaa-490f-b7b5-292654179b99,"Miguel Dizon",admu,admu,358,1,2026-05-22T13:15:18.044Z
69170c00-aaaa-490f-b7b5-292654179b99,"Miguel Dizon",admu,dlsu,306,0,2026-05-22T13:15:18.044Z
69170c00-aaaa-490f-b7b5-292654179b99,"Miguel Dizon",admu,up,284,0,2026-05-22T13:15:18.044Z
69170c00-aaaa-490f-b7b5-292654179b99,"Miguel Dizon",admu,ust,267,0,2026-05-22T13:15:18.044Z
4bc57b94-a487-4436-8765-7c3accfb7b68,"Nadine Navarro",up,admu,240,0,2026-05-22T13:24:00.174Z
4bc57b94-a487-4436-8765-7c3accfb7b68,"Nadine Navarro",up,dlsu,185,0,2026-05-22T13:24:00.174Z
4bc57b94-a487-4436-8765-7c3accfb7b68,"Nadine Navarro",up,up,463,1,2026-05-22T13:24:00.174Z
4bc57b94-a487-4436-8765-7c3accfb7b68,"Nadine Navarro",up,ust,278,0,2026-05-22T13:24:00.174Z
bd3d2c34-c349-49bd-ba89-baa16e607a28,"Rafael Santos",admu,admu,451,1,2026-05-22T16:49:52.162Z
bd3d2c34-c349-49bd-ba89-baa16e607a28,"Rafael Santos",admu,dlsu,311,0,2026-05-22T16:49:52.162Z
bd3d2c34-c349-49bd-ba89-baa16e607a28,"Rafael Santos",admu,up,201,0,2026-05-22T16:49:52.162Z
bd3d2c34-c349-49bd-ba89-baa16e607a28,"Rafael Santos",admu,ust,168,0,2026-05-22T16:49:52.162Z
edf6a127-2b6f-4ee7-830e-c12306eb964c,"Trisha del Rosario",admu,admu,465,1,2026-05-22T17:29:27.606Z
edf6a127-2b6f-4ee7-830e-c12306eb964c,"Trisha del Rosario",admu,dlsu,295,0,2026-05-22T17:29:27.606Z
edf6a127-2b6f-4ee7-830e-c12306eb964c,"Trisha del Rosario",admu,up,224,0,2026-05-22T17:29:27.606Z
edf6a127-2b6f-4ee7-830e-c12306eb964c,"Trisha del Rosario",admu,ust,191,0,2026-05-22T17:29:27.606Z
ba82906a-ae8a-4214-9cad-1c7cc24f3412,"Migs Chua",ust,admu,211,0,2026-05-23T01:19:44.644Z
ba82906a-ae8a-4214-9cad-1c7cc24f3412,"Migs Chua",ust,dlsu,255,0,2026-05-23T01:19:44.644Z
ba82906a-ae8a-4214-9cad-1c7cc24f3412,"Migs Chua",ust,up,224,0,2026-05-23T01:19:44.644Z
ba82906a-ae8a-4214-9cad-1c7cc24f3412,"Migs Chua",ust,ust,407,1,2026-05-23T01:19:44.644Z
1639234e-b840-446b-b59c-a2477b3a8ae7,"Ram Aquino",dlsu,admu,326,0,2026-05-23T06:27:15.006Z
1639234e-b840-446b-b59c-a2477b3a8ae7,"Ram Aquino",dlsu,dlsu,457,1,2026-05-23T06:27:15.006Z
1639234e-b840-446b-b59c-a2477b3a8ae7,"Ram Aquino",dlsu,up,166,0,2026-05-23T06:27:15.006Z
1639234e-b840-446b-b59c-a2477b3a8ae7,"Ram Aquino",dlsu,ust,231,0,2026-05-23T06:27:15.006Z
e92a8159-18d1-430e-a895-5555cc2272fb,"Camille Flores",up,admu,262,0,2026-05-23T12:44:58.438Z
e92a8159-18d1-430e-a895-5555cc2272fb,"Camille Flores",up,dlsu,147,0,2026-05-23T12:44:58.438Z
e92a8159-18d1-430e-a895-5555cc2272fb,"Camille Flores",up,up,461,1,2026-05-23T12:44:58.438Z
e92a8159-18d1-430e-a895-5555cc2272fb,"Camille Flores",up,ust,246,0,2026-05-23T12:44:58.438Z
612578ff-1214-4842-ba87-53d096ccfa87,"Rafael Manalo",dlsu,admu,292,0,2026-05-23T14:11:58.638Z
612578ff-1214-4842-ba87-53d096ccfa87,"Rafael Manalo",dlsu,dlsu,436,1,2026-05-23T14:11:58.638Z
612578ff-1214-4842-ba87-53d096ccfa87,"Rafael Manalo",dlsu,up,184,0,2026-05-23T14:11:58.638Z
612578ff-1214-4842-ba87-53d096ccfa87,"Rafael Manalo",dlsu,ust,232,0,2026-05-23T14:11:58.638Z
f113798e-6723-4560-a710-9f8475a4285f,"Gabriel Chua",dlsu,admu,327,0,2026-05-23T17:10:39.930Z
f113798e-6723-4560-a710-9f8475a4285f,"Gabriel Chua",dlsu,dlsu,512,1,2026-05-23T17:10:39.930Z
f113798e-6723-4560-a710-9f8475a4285f,"Gabriel Chua",dlsu,up,119,0,2026-05-23T17:10:39.930Z
f113798e-6723-4560-a710-9f8475a4285f,"Gabriel Chua",dlsu,ust,181,0,2026-05-23T17:10:39.930Z
1892251a-cb35-4963-9ec9-79987cc6115c,"Renz Manalo",dlsu,admu,299,0,2026-05-23T18:48:02.877Z
1892251a-cb35-4963-9ec9-79987cc6115c,"Renz Manalo",dlsu,dlsu,375,1,2026-05-23T18:48:02.877Z
1892251a-cb35-4963-9ec9-79987cc6115c,"Renz Manalo",dlsu,up,236,0,2026-05-23T18:48:02.877Z
1892251a-cb35-4963-9ec9-79987cc6115c,"Renz Manalo",dlsu,ust,250,0,2026-05-23T18:48:02.877Z
24a7d7b0-b718-4bbe-a285-c50960c40975,"Sofia Navarro",admu,admu,434,1,2026-05-24T04:43:08.326Z
24a7d7b0-b718-4bbe-a285-c50960c40975,"Sofia Navarro",admu,dlsu,336,0,2026-05-24T04:43:08.326Z
24a7d7b0-b718-4bbe-a285-c50960c40975,"Sofia Navarro",admu,up,157,0,2026-05-24T04:43:08.326Z
24a7d7b0-b718-4bbe-a285-c50960c40975,"Sofia Navarro",admu,ust,221,0,2026-05-24T04:43:08.326Z
a34842f2-d4c1-4341-a5d3-f83b079ef0a2,"Ella Padilla",up,admu,208,0,2026-05-24T05:41:50.454Z
a34842f2-d4c1-4341-a5d3-f83b079ef0a2,"Ella Padilla",up,dlsu,239,0,2026-05-24T05:41:50.454Z
a34842f2-d4c1-4341-a5d3-f83b079ef0a2,"Ella Padilla",up,up,421,1,2026-05-24T05:41:50.454Z
a34842f2-d4c1-4341-a5d3-f83b079ef0a2,"Ella Padilla",up,ust,252,0,2026-05-24T05:41:50.454Z
7a4e1953-f7c6-4733-8748-95e494660ac6,"Renz Aguilar",dlsu,admu,269,0,2026-05-24T05:43:06.866Z
7a4e1953-f7c6-4733-8748-95e494660ac6,"Renz Aguilar",dlsu,dlsu,486,1,2026-05-24T05:43:06.866Z
7a4e1953-f7c6-4733-8748-95e494660ac6,"Renz Aguilar",dlsu,up,200,0,2026-05-24T05:43:06.866Z
7a4e1953-f7c6-4733-8748-95e494660ac6,"Renz Aguilar",dlsu,ust,239,0,2026-05-24T05:43:06.866Z
28383d47-4cfd-4553-9931-51ebe8f19626,"Hannah Reyes",admu,admu,377,1,2026-05-24T12:52:20.535Z
28383d47-4cfd-4553-9931-51ebe8f19626,"Hannah Reyes",admu,dlsu,318,0,2026-05-24T12:52:20.535Z
28383d47-4cfd-4553-9931-51ebe8f19626,"Hannah Reyes",admu,up,198,0,2026-05-24T12:52:20.535Z
28383d47-4cfd-4553-9931-51ebe8f19626,"Hannah Reyes",admu,ust,221,0,2026-05-24T12:52:20.535Z
7480e818-349b-400a-9798-45420831d901,"Bea Santos",ust,admu,195,0,2026-05-24T16:14:36.790Z
7480e818-349b-400a-9798-45420831d901,"Bea Santos",ust,dlsu,204,0,2026-05-24T16:14:36.790Z
7480e818-349b-400a-9798-45420831d901,"Bea Santos",ust,up,282,0,2026-05-24T16:14:36.790Z
7480e818-349b-400a-9798-45420831d901,"Bea Santos",ust,ust,432,1,2026-05-24T16:14:36.790Z
d2b387e5-d359-4ad9-9434-7591ca653f23,"Trisha Gutierrez",admu,admu,464,1,2026-05-24T22:08:51.532Z
d2b387e5-d359-4ad9-9434-7591ca653f23,"Trisha Gutierrez",admu,dlsu,302,0,2026-05-24T22:08:51.532Z
d2b387e5-d359-4ad9-9434-7591ca653f23,"Trisha Gutierrez",admu,up,208,0,2026-05-24T22:08:51.532Z
d2b387e5-d359-4ad9-9434-7591ca653f23,"Trisha Gutierrez",admu,ust,177,0,2026-05-24T22:08:51.532Z
4e61c8a3-b7c7-46cc-b903-e3f8ffa52108,"Andrea Aguilar",up,admu,215,0,2026-05-25T00:11:44.576Z
4e61c8a3-b7c7-46cc-b903-e3f8ffa52108,"Andrea Aguilar",up,dlsu,151,0,2026-05-25T00:11:44.576Z
4e61c8a3-b7c7-46cc-b903-e3f8ffa52108,"Andrea Aguilar",up,up,567,1,2026-05-25T00:11:44.576Z
4e61c8a3-b7c7-46cc-b903-e3f8ffa52108,"Andrea Aguilar",up,ust,258,0,2026-05-25T00:11:44.576Z
56fd9eca-667b-4cc2-955d-0f2f86c8e1bd,"Ram Rivera",dlsu,admu,280,0,2026-05-26T01:52:58.838Z
56fd9eca-667b-4cc2-955d-0f2f86c8e1bd,"Ram Rivera",dlsu,dlsu,505,1,2026-05-26T01:52:58.838Z
56fd9eca-667b-4cc2-955d-0f2f86c8e1bd,"Ram Rivera",dlsu,up,166,0,2026-05-26T01:52:58.838Z
56fd9eca-667b-4cc2-955d-0f2f86c8e1bd,"Ram Rivera",dlsu,ust,222,0,2026-05-26T01:52:58.838Z
a403802a-14ad-489f-880a-1b6603e0d75b,"Patricia Castillo",admu,admu,327,1,2026-05-26T03:06:48.517Z
a403802a-14ad-489f-880a-1b6603e0d75b,"Patricia Castillo",admu,dlsu,269,0,2026-05-26T03:06:48.517Z
a403802a-14ad-489f-880a-1b6603e0d75b,"Patricia Castillo",admu,up,261,0,2026-05-26T03:06:48.517Z
a403802a-14ad-489f-880a-1b6603e0d75b,"Patricia Castillo",admu,ust,249,0,2026-05-26T03:06:48.517Z
704ab951-8b49-45f1-b17e-10c2c3d7f3b1,"Rafael Bactol",up,admu,205,0,2026-05-26T04:39:05.316Z
704ab951-8b49-45f1-b17e-10c2c3d7f3b1,"Rafael Bactol",up,dlsu,167,0,2026-05-26T04:39:05.316Z
704ab951-8b49-45f1-b17e-10c2c3d7f3b1,"Rafael Bactol",up,up,545,1,2026-05-26T04:39:05.316Z
704ab951-8b49-45f1-b17e-10c2c3d7f3b1,"Rafael Bactol",up,ust,267,0,2026-05-26T04:39:05.316Z
405206c8-25dc-4429-b574-bf97a48b0f28,"Ram Tan",ust,admu,223,0,2026-05-26T11:16:49.361Z
405206c8-25dc-4429-b574-bf97a48b0f28,"Ram Tan",ust,dlsu,209,0,2026-05-26T11:16:49.361Z
405206c8-25dc-4429-b574-bf97a48b0f28,"Ram Tan",ust,up,305,0,2026-05-26T11:16:49.361Z
405206c8-25dc-4429-b574-bf97a48b0f28,"Ram Tan",ust,ust,397,1,2026-05-26T11:16:49.361Z
a53375ff-d5ab-4657-a43c-8c89e47522fa,"Josh Cruz",up,admu,269,0,2026-05-26T17:36:05.695Z
a53375ff-d5ab-4657-a43c-8c89e47522fa,"Josh Cruz",up,dlsu,233,0,2026-05-26T17:36:05.695Z
a53375ff-d5ab-4657-a43c-8c89e47522fa,"Josh Cruz",up,up,398,1,2026-05-26T17:36:05.695Z
a53375ff-d5ab-4657-a43c-8c89e47522fa,"Josh Cruz",up,ust,199,0,2026-05-26T17:36:05.695Z
06f67516-fd90-4aed-9da2-22146aa4e98c,"Migs Ramos",up,admu,260,0,2026-05-27T14:12:07.031Z
06f67516-fd90-4aed-9da2-22146aa4e98c,"Migs Ramos",up,dlsu,189,0,2026-05-27T14:12:07.031Z
06f67516-fd90-4aed-9da2-22146aa4e98c,"Migs Ramos",up,up,506,1,2026-05-27T14:12:07.031Z
06f67516-fd90-4aed-9da2-22146aa4e98c,"Migs Ramos",up,ust,231,0,2026-05-27T14:12:07.031Z
e687b216-f8a4-47a0-b2b8-39894e36f33e,"Angel Domingo",admu,admu,435,1,2026-05-27T21:09:02.430Z
e687b216-f8a4-47a0-b2b8-39894e36f33e,"Angel Domingo",admu,dlsu,308,0,2026-05-27T21:09:02.430Z
e687b216-f8a4-47a0-b2b8-39894e36f33e,"Angel Domingo",admu,up,152,0,2026-05-27T21:09:02.430Z
e687b216-f8a4-47a0-b2b8-39894e36f33e,"Angel Domingo",admu,ust,209,0,2026-05-27T21:09:02.430Z
158d7ee4-5365-41db-8309-31306b111cd0,"Ysabel Rivera",up,admu,198,0,2026-05-27T23:47:08.322Z
158d7ee4-5365-41db-8309-31306b111cd0,"Ysabel Rivera",up,dlsu,154,0,2026-05-27T23:47:08.322Z
158d7ee4-5365-41db-8309-31306b111cd0,"Ysabel Rivera",up,up,530,1,2026-05-27T23:47:08.322Z
158d7ee4-5365-41db-8309-31306b111cd0,"Ysabel Rivera",up,ust,255,0,2026-05-27T23:47:08.322Z
1b6a1478-1225-44fc-a6df-e275a62d0d74,"Patricia Tan",admu,admu,468,1,2026-05-28T01:22:14.866Z
1b6a1478-1225-44fc-a6df-e275a62d0d74,"Patricia Tan",admu,dlsu,320,0,2026-05-28T01:22:14.866Z
1b6a1478-1225-44fc-a6df-e275a62d0d74,"Patricia Tan",admu,up,196,0,2026-05-28T01:22:14.866Z
1b6a1478-1225-44fc-a6df-e275a62d0d74,"Patricia Tan",admu,ust,147,0,2026-05-28T01:22:14.866Z
ad5e0d61-cf59-42a5-a73d-37b5b1885781,"Marco Ramos",up,admu,222,0,2026-05-28T05:52:40.414Z
ad5e0d61-cf59-42a5-a73d-37b5b1885781,"Marco Ramos",up,dlsu,214,0,2026-05-28T05:52:40.414Z
ad5e0d61-cf59-42a5-a73d-37b5b1885781,"Marco Ramos",up,up,446,1,2026-05-28T05:52:40.414Z
ad5e0d61-cf59-42a5-a73d-37b5b1885781,"Marco Ramos",up,ust,287,0,2026-05-28T05:52:40.414Z
89c88bcb-516c-49d0-9d4f-9fd53d5384d5,"Ivan Manalo",ust,admu,205,0,2026-05-28T07:18:14.341Z
89c88bcb-516c-49d0-9d4f-9fd53d5384d5,"Ivan Manalo",ust,dlsu,203,0,2026-05-28T07:18:14.341Z
89c88bcb-516c-49d0-9d4f-9fd53d5384d5,"Ivan Manalo",ust,up,317,0,2026-05-28T07:18:14.341Z
89c88bcb-516c-49d0-9d4f-9fd53d5384d5,"Ivan Manalo",ust,ust,420,1,2026-05-28T07:18:14.341Z
4e37933c-b272-4b54-80d8-b8fc10ff8717,"Paolo Torres",ust,admu,167,0,2026-05-28T08:13:27.110Z
4e37933c-b272-4b54-80d8-b8fc10ff8717,"Paolo Torres",ust,dlsu,204,0,2026-05-28T08:13:27.110Z
4e37933c-b272-4b54-80d8-b8fc10ff8717,"Paolo Torres",ust,up,277,0,2026-05-28T08:13:27.110Z
4e37933c-b272-4b54-80d8-b8fc10ff8717,"Paolo Torres",ust,ust,448,1,2026-05-28T08:13:27.110Z
759681f5-9ee6-44b7-9e7a-a0900dbefafd,"Aaron Gutierrez",admu,admu,421,1,2026-05-28T10:39:11.525Z
759681f5-9ee6-44b7-9e7a-a0900dbefafd,"Aaron Gutierrez",admu,dlsu,340,0,2026-05-28T10:39:11.525Z
759681f5-9ee6-44b7-9e7a-a0900dbefafd,"Aaron Gutierrez",admu,up,189,0,2026-05-28T10:39:11.525Z
759681f5-9ee6-44b7-9e7a-a0900dbefafd,"Aaron Gutierrez",admu,ust,174,0,2026-05-28T10:39:11.525Z
dabd6d42-88c4-4a3e-a2d8-b62d215b38f1,"Hannah Manalo",dlsu,admu,273,0,2026-05-28T16:32:00.225Z
dabd6d42-88c4-4a3e-a2d8-b62d215b38f1,"Hannah Manalo",dlsu,dlsu,415,1,2026-05-28T16:32:00.225Z
dabd6d42-88c4-4a3e-a2d8-b62d215b38f1,"Hannah Manalo",dlsu,up,215,0,2026-05-28T16:32:00.225Z
dabd6d42-88c4-4a3e-a2d8-b62d215b38f1,"Hannah Manalo",dlsu,ust,242,0,2026-05-28T16:32:00.225Z
8d8f55ce-6ceb-489f-b392-8086dfde6aa3,"Josh Torres",dlsu,admu,267,0,2026-05-28T16:36:29.846Z
8d8f55ce-6ceb-489f-b392-8086dfde6aa3,"Josh Torres",dlsu,dlsu,451,1,2026-05-28T16:36:29.846Z
8d8f55ce-6ceb-489f-b392-8086dfde6aa3,"Josh Torres",dlsu,up,199,0,2026-05-28T16:36:29.846Z
8d8f55ce-6ceb-489f-b392-8086dfde6aa3,"Josh Torres",dlsu,ust,246,0,2026-05-28T16:36:29.846Z
11e2b17d-8453-48c3-988d-c5bf899a6633,"Althea Padilla",ust,admu,202,0,2026-05-28T17:00:19.919Z
11e2b17d-8453-48c3-988d-c5bf899a6633,"Althea Padilla",ust,dlsu,223,0,2026-05-28T17:00:19.919Z
11e2b17d-8453-48c3-988d-c5bf899a6633,"Althea Padilla",ust,up,274,0,2026-05-28T17:00:19.919Z
11e2b17d-8453-48c3-988d-c5bf899a6633,"Althea Padilla",ust,ust,431,1,2026-05-28T17:00:19.919Z
08b3e1ca-b1ae-463c-acd0-46c132a28caf,"Loui Santos",ust,admu,209,0,2026-05-28T18:19:51.323Z
08b3e1ca-b1ae-463c-acd0-46c132a28caf,"Loui Santos",ust,dlsu,232,0,2026-05-28T18:19:51.323Z
08b3e1ca-b1ae-463c-acd0-46c132a28caf,"Loui Santos",ust,up,304,0,2026-05-28T18:19:51.323Z
08b3e1ca-b1ae-463c-acd0-46c132a28caf,"Loui Santos",ust,ust,399,1,2026-05-28T18:19:51.323Z
c6238266-fc6f-438c-81aa-54e71a78c2b5,"Sofia Rivera",admu,admu,457,1,2026-05-28T21:39:59.424Z
c6238266-fc6f-438c-81aa-54e71a78c2b5,"Sofia Rivera",admu,dlsu,304,0,2026-05-28T21:39:59.424Z
c6238266-fc6f-438c-81aa-54e71a78c2b5,"Sofia Rivera",admu,up,192,0,2026-05-28T21:39:59.424Z
c6238266-fc6f-438c-81aa-54e71a78c2b5,"Sofia Rivera",admu,ust,164,0,2026-05-28T21:39:59.424Z
4b2893fd-9b6c-453c-8cea-b01a98481e21,"Gabriel Castillo",ust,admu,195,0,2026-05-29T00:49:26.275Z
4b2893fd-9b6c-453c-8cea-b01a98481e21,"Gabriel Castillo",ust,dlsu,197,0,2026-05-29T00:49:26.275Z
4b2893fd-9b6c-453c-8cea-b01a98481e21,"Gabriel Castillo",ust,up,300,0,2026-05-29T00:49:26.275Z
4b2893fd-9b6c-453c-8cea-b01a98481e21,"Gabriel Castillo",ust,ust,465,1,2026-05-29T00:49:26.275Z
ce2eb3c8-a082-47f3-b7f0-77bf7aaeb198,"Loui Navarro",admu,admu,369,1,2026-05-29T01:44:37.051Z
ce2eb3c8-a082-47f3-b7f0-77bf7aaeb198,"Loui Navarro",admu,dlsu,272,0,2026-05-29T01:44:37.051Z
ce2eb3c8-a082-47f3-b7f0-77bf7aaeb198,"Loui Navarro",admu,up,295,0,2026-05-29T01:44:37.051Z
ce2eb3c8-a082-47f3-b7f0-77bf7aaeb198,"Loui Navarro",admu,ust,195,0,2026-05-29T01:44:37.051Z
ffcead05-2c03-47e0-8a18-f7856136c1a3,"Camille Mendoza",admu,admu,473,1,2026-05-29T08:05:50.650Z
ffcead05-2c03-47e0-8a18-f7856136c1a3,"Camille Mendoza",admu,dlsu,310,0,2026-05-29T08:05:50.650Z
ffcead05-2c03-47e0-8a18-f7856136c1a3,"Camille Mendoza",admu,up,204,0,2026-05-29T08:05:50.650Z
ffcead05-2c03-47e0-8a18-f7856136c1a3,"Camille Mendoza",admu,ust,174,0,2026-05-29T08:05:50.650Z
45db033f-00fa-4520-a0ca-0a60c03c3aa9,"Ram Mendoza",admu,admu,465,1,2026-05-29T11:48:52.329Z
45db033f-00fa-4520-a0ca-0a60c03c3aa9,"Ram Mendoza",admu,dlsu,329,0,2026-05-29T11:48:52.329Z
